Hospital_ID,District_ID,Instrument_ID,Annual_Projected_Revenue
Hospital 429,District 20,Instrument 2,309
Hospital 429,District 41,Instrument 2,25920
Hospital 429,District 41,Instrument 3,1200
Hospital 429,District 41,Instrument 5,14004
Hospital 429,District 50,Instrument 2,26742
Hospital 429,District 50,Instrument 5,60697
Hospital 430,District 13,Instrument 2,31104
Hospital 430,District 20,Instrument 2,27270
Hospital 430,District 20,Instrument 3,11940
Hospital 430,District 20,Instrument 7,6600
Hospital 430,District 28,Instrument 2,14268
Hospital 430,District 28,Instrument 3,3240
Hospital 430,District 28,Instrument 4,810
Hospital 430,District 32,Instrument 3,3090
Hospital 430,District 32,Instrument 5,1020
Hospital 430,District 50,Instrument 5,44733
Hospital 431,District 18,Instrument 2,43180
Hospital 431,District 18,Instrument 3,23251
Hospital 431,District 20,Instrument 2,35754
Hospital 431,District 20,Instrument 3,10200
Hospital 431,District 32,Instrument 2,4800
Hospital 431,District 50,Instrument 2,14060
Hospital 432,District 13,Instrument 3,93413
Hospital 432,District 13,Instrument 4,10680
Hospital 432,District 13,Instrument 5,25566
Hospital 435,District 13,Instrument 2,6240
Hospital 435,District 13,Instrument 3,10560
Hospital 435,District 20,Instrument 2,12053
Hospital 435,District 20,Instrument 3,8824
Hospital 436,District 13,Instrument 2,113614
Hospital 436,District 13,Instrument 3,75049
Hospital 436,District 13,Instrument 5,11376
Hospital 436,District 20,Instrument 2,56194
Hospital 436,District 20,Instrument 3,30855
Hospital 436,District 39,Instrument 4,479
Hospital 436,District 39,Instrument 7,127438
Hospital 436,District 50,Instrument 5,25043
Hospital 436,District 50,Instrument 7,449
Hospital 436,District 8,Instrument 2,24780
Hospital 437,District 13,Instrument 2,83930
Hospital 437,District 13,Instrument 3,8289
Hospital 437,District 20,Instrument 2,58320
Hospital 437,District 28,Instrument 2,15271
Hospital 437,District 28,Instrument 3,14992
Hospital 437,District 28,Instrument 4,6120
Hospital 437,District 32,Instrument 2,360
Hospital 437,District 41,Instrument 2,120
Hospital 437,District 41,Instrument 3,120
Hospital 438,District 15,Instrument 2,146970
Hospital 438,District 15,Instrument 3,4362
Hospital 438,District 15,Instrument 5,27000
Hospital 438,District 15,Instrument 7,1800
Hospital 439,District 41,Instrument 2,14386
Hospital 439,District 41,Instrument 3,9216
Hospital 442,District 34,Instrument 2,65520
Hospital 442,District 34,Instrument 3,43699
Hospital 442,District 34,Instrument 4,3042
Hospital 442,District 34,Instrument 5,19380
Hospital 442,District 34,Instrument 7,38370
Hospital 442,District 34,Instrument 8,18518
Hospital 442,District 48,Instrument 2,45960
Hospital 442,District 48,Instrument 3,1200
Hospital 442,District 48,Instrument 7,146988
Hospital 442,District 48,Instrument 8,1200
Hospital 443,District 13,Instrument 2,15228
Hospital 443,District 20,Instrument 2,962
Hospital 443,District 20,Instrument 3,4773
Hospital 443,District 39,Instrument 7,25308
Hospital 444,District 13,Instrument 2,44880
Hospital 444,District 50,Instrument 3,174
Hospital 444,District 8,Instrument 2,40032
Hospital 445,District 13,Instrument 2,2640
Hospital 445,District 13,Instrument 3,360
Hospital 445,District 34,Instrument 2,32400
Hospital 445,District 34,Instrument 3,10860
Hospital 445,District 34,Instrument 5,2880
Hospital 445,District 50,Instrument 7,62817
Hospital 445,No District Available,Instrument 8,49950
Hospital 446,District 12,Instrument 2,25920
Hospital 446,District 13,Instrument 2,13931
Hospital 446,District 13,Instrument 5,16866
Hospital 446,District 20,Instrument 2,3405
Hospital 446,District 20,Instrument 3,3178
Hospital 446,District 32,Instrument 3,2300
Hospital 446,District 41,Instrument 2,1620
Hospital 446,District 41,Instrument 3,9612
Hospital 446,District 41,Instrument 5,3600
Hospital 447,District 18,Instrument 2,29230
Hospital 447,District 18,Instrument 7,3045
Hospital 448,District 13,Instrument 2,135648
Hospital 448,District 50,Instrument 2,30036
Hospital 45,District 13,Instrument 2,426787
Hospital 45,District 13,Instrument 3,434278
Hospital 450,District 18,Instrument 7,5864
Hospital 450,District 34,Instrument 2,7800
Hospital 450,District 34,Instrument 3,1368
Hospital 450,District 50,Instrument 2,52470
Hospital 450,District 50,Instrument 5,19407
Hospital 451,District 34,Instrument 2,180
Hospital 451,District 39,Instrument 2,24000
Hospital 452,District 20,Instrument 3,7721
Hospital 452,District 28,Instrument 5,26892
Hospital 452,District 34,Instrument 2,2220
Hospital 452,District 34,Instrument 3,1797
Hospital 452,District 34,Instrument 4,216
Hospital 452,District 50,Instrument 2,1749
Hospital 453,District 13,Instrument 4,17856
Hospital 453,District 34,Instrument 2,15846
Hospital 453,District 34,Instrument 3,4750
Hospital 453,District 34,Instrument 4,378
Hospital 454,District 13,Instrument 3,24840
Hospital 454,District 13,Instrument 5,11681
Hospital 454,District 17,Instrument 2,8594
Hospital 454,District 20,Instrument 2,118440
Hospital 454,District 20,Instrument 3,8580
Hospital 454,District 28,Instrument 2,91665
Hospital 454,District 28,Instrument 3,123015
Hospital 456,District 13,Instrument 2,39228
Hospital 457,District 20,Instrument 2,402
Hospital 457,District 20,Instrument 3,827
Hospital 458,District 13,Instrument 2,679561
Hospital 458,District 13,Instrument 3,96443
Hospital 458,District 13,Instrument 4,17015
Hospital 458,District 13,Instrument 5,22500
Hospital 458,District 28,Instrument 2,54734
Hospital 458,District 28,Instrument 3,40202
Hospital 458,District 28,Instrument 4,29705
Hospital 458,District 39,Instrument 2,834
Hospital 458,District 39,Instrument 7,27414
Hospital 458,District 4,Instrument 2,72000
Hospital 458,District 41,Instrument 2,75784
Hospital 458,District 41,Instrument 3,26110
Hospital 458,District 48,Instrument 2,4083
Hospital 458,District 48,Instrument 3,1041
Hospital 458,District 50,Instrument 2,13005
Hospital 458,District 50,Instrument 3,84860
Hospital 458,District 9,Instrument 2,115500
Hospital 459,District 13,Instrument 2,270194
Hospital 459,District 13,Instrument 3,169954
Hospital 459,District 13,Instrument 5,17344
Hospital 459,District 20,Instrument 2,2411
Hospital 459,District 20,Instrument 3,1655
Hospital 46,District 15,Instrument 2,1092
Hospital 46,District 15,Instrument 3,948
Hospital 46,District 15,Instrument 7,1500
Hospital 46,District 20,Instrument 2,25758
Hospital 46,District 20,Instrument 3,11448
Hospital 460,District 13,Instrument 2,30231
Hospital 460,District 13,Instrument 3,3751
Hospital 462,District 13,Instrument 2,700721
Hospital 462,District 13,Instrument 3,613299
Hospital 462,District 13,Instrument 4,116408
Hospital 462,District 13,Instrument 5,118206
Hospital 462,District 13,Instrument 8,1499703
Hospital 462,District 20,Instrument 2,211581
Hospital 462,District 20,Instrument 3,52297
Hospital 462,District 34,Instrument 2,41124
Hospital 462,District 34,Instrument 3,1152
Hospital 462,District 34,Instrument 4,156
Hospital 462,District 41,Instrument 8,412000
Hospital 465,District 12,Instrument 2,1340
Hospital 465,District 12,Instrument 3,122746
Hospital 465,District 13,Instrument 2,28200
Hospital 465,District 13,Instrument 3,77371
Hospital 465,District 18,Instrument 2,33258
Hospital 465,District 18,Instrument 3,40393
Hospital 465,District 18,Instrument 4,15147
Hospital 465,District 18,Instrument 5,20601
Hospital 465,District 18,Instrument 7,19423
Hospital 465,District 19,Instrument 2,5242
Hospital 465,District 20,Instrument 2,75630
Hospital 465,District 20,Instrument 3,13200
Hospital 465,District 20,Instrument 7,8100
Hospital 465,District 34,Instrument 2,9060
Hospital 465,District 34,Instrument 3,6816
Hospital 465,District 34,Instrument 4,156
Hospital 466,District 20,Instrument 2,3214
Hospital 466,District 20,Instrument 3,18752
Hospital 466,District 28,Instrument 2,48960
Hospital 466,District 28,Instrument 3,51336
Hospital 466,District 37,Instrument 2,252921
Hospital 466,District 41,Instrument 2,8928
Hospital 466,District 41,Instrument 3,12684
Hospital 466,District 50,Instrument 2,4255
Hospital 466,District 50,Instrument 3,128255
Hospital 467,District 13,Instrument 3,35956
Hospital 467,District 13,Instrument 4,22128
Hospital 467,District 13,Instrument 5,2442
Hospital 470,District 13,Instrument 2,2520
Hospital 470,District 13,Instrument 4,2520
Hospital 470,District 13,Instrument 5,22590
Hospital 470,District 15,Instrument 2,26400
Hospital 470,District 17,Instrument 2,34583
Hospital 470,District 17,Instrument 3,456
Hospital 470,District 19,Instrument 2,3280
Hospital 470,District 20,Instrument 2,101542
Hospital 470,District 20,Instrument 3,33599
Hospital 470,District 20,Instrument 7,45050
Hospital 470,District 28,Instrument 2,118713
Hospital 470,District 28,Instrument 3,19505
Hospital 470,District 28,Instrument 4,3600
Hospital 470,District 32,Instrument 2,10608
Hospital 470,District 32,Instrument 3,1952
Hospital 470,District 34,Instrument 2,9254
Hospital 470,District 34,Instrument 3,7827
Hospital 470,District 34,Instrument 7,6840
Hospital 470,District 41,Instrument 2,41065
Hospital 470,District 41,Instrument 3,42815
Hospital 470,District 50,Instrument 2,397059
Hospital 470,District 50,Instrument 3,3465
Hospital 470,District 50,Instrument 5,168856
Hospital 471,District 13,Instrument 2,3000
Hospital 471,District 13,Instrument 3,660
Hospital 471,District 13,Instrument 5,180
Hospital 471,District 48,Instrument 2,8400
Hospital 471,District 48,Instrument 3,19740
Hospital 471,District 48,Instrument 7,15687
Hospital 473,District 20,Instrument 2,149010
Hospital 473,District 20,Instrument 3,63984
Hospital 473,District 50,Instrument 10,65122
Hospital 473,District 50,Instrument 5,3980896
Hospital 473,District 50,Instrument 7,113762
Hospital 474,District 15,Instrument 2,780
Hospital 474,District 15,Instrument 3,180
Hospital 474,District 20,Instrument 2,967284
Hospital 474,District 20,Instrument 3,274830
Hospital 474,District 20,Instrument 7,7200
Hospital 474,District 28,Instrument 2,42960
Hospital 474,District 28,Instrument 3,45108
Hospital 475,District 20,Instrument 2,39847
Hospital 475,District 20,Instrument 3,21538
Hospital 475,District 34,Instrument 2,17124
Hospital 475,District 34,Instrument 3,9378
Hospital 475,District 34,Instrument 4,6192
Hospital 475,District 34,Instrument 7,3780
Hospital 475,District 41,Instrument 2,37944
Hospital 475,District 41,Instrument 3,9984
Hospital 475,District 41,Instrument 8,200344
Hospital 476,District 13,Instrument 2,4680
Hospital 476,District 13,Instrument 3,1776
Hospital 476,District 28,Instrument 2,4500
Hospital 478,District 13,Instrument 2,17417
Hospital 478,District 13,Instrument 3,38626
Hospital 478,District 13,Instrument 4,720
Hospital 478,District 13,Instrument 5,129349
Hospital 478,District 20,Instrument 2,705
Hospital 478,District 20,Instrument 3,276
Hospital 478,District 32,Instrument 2,20400
Hospital 478,District 41,Instrument 2,8640
Hospital 478,District 41,Instrument 3,5220
Hospital 48,District 12,Instrument 2,367200
Hospital 48,District 12,Instrument 3,48000
Hospital 48,District 13,Instrument 2,925946
Hospital 48,District 13,Instrument 3,246785
Hospital 48,District 13,Instrument 5,205839
Hospital 48,District 15,Instrument 2,10854
Hospital 48,District 15,Instrument 3,600
Hospital 48,District 20,Instrument 2,133322
Hospital 48,District 20,Instrument 3,100038
Hospital 48,District 3,Instrument 2,12600
Hospital 48,District 50,Instrument 2,55838
Hospital 48,District 50,Instrument 3,16469
Hospital 480,District 20,Instrument 2,23200
Hospital 480,District 20,Instrument 3,28482
Hospital 481,District 10,Instrument 2,82262
Hospital 481,District 10,Instrument 3,5482
Hospital 481,District 10,Instrument 7,15969
Hospital 483,District 32,Instrument 2,6084
Hospital 483,District 32,Instrument 3,2430
Hospital 483,District 32,Instrument 5,1350
Hospital 483,District 48,Instrument 2,4998
Hospital 484,District 13,Instrument 2,28644
Hospital 484,District 20,Instrument 2,1006
Hospital 484,District 20,Instrument 3,908
Hospital 484,District 34,Instrument 2,6426
Hospital 484,District 34,Instrument 3,1770
Hospital 484,District 34,Instrument 4,384
Hospital 485,District 50,Instrument 2,11431
Hospital 486,District 12,Instrument 2,214200
Hospital 486,District 13,Instrument 2,26650
Hospital 486,District 13,Instrument 3,78920
Hospital 486,District 17,Instrument 2,20700
Hospital 486,District 17,Instrument 3,2309
Hospital 486,District 17,Instrument 4,3360
Hospital 486,District 19,Instrument 2,23940
Hospital 486,District 20,Instrument 2,307032
Hospital 486,District 20,Instrument 3,126630
Hospital 486,District 28,Instrument 2,34170
Hospital 486,District 3,Instrument 2,24000
Hospital 486,District 30,Instrument 2,51252
Hospital 486,District 32,Instrument 2,33360
Hospital 486,District 32,Instrument 3,4500
Hospital 486,District 32,Instrument 4,2640
Hospital 486,District 34,Instrument 2,30150
Hospital 486,District 34,Instrument 3,11655
Hospital 486,District 34,Instrument 4,9444
Hospital 486,District 4,Instrument 2,31080
Hospital 486,District 41,Instrument 2,20562
Hospital 486,District 41,Instrument 3,11334
Hospital 486,District 50,Instrument 2,149760
Hospital 486,District 50,Instrument 3,164499
Hospital 486,District 8,Instrument 2,48218
Hospital 487,District 20,Instrument 2,346119
Hospital 487,District 20,Instrument 3,119160
Hospital 489,District 10,Instrument 3,24797
Hospital 489,District 13,Instrument 2,171990
Hospital 489,District 13,Instrument 3,96000
Hospital 489,District 13,Instrument 4,235950
Hospital 489,District 18,Instrument 2,3340
Hospital 489,District 19,Instrument 2,31872
Hospital 489,District 19,Instrument 7,36000
Hospital 489,District 20,Instrument 2,286680
Hospital 489,District 20,Instrument 3,72990
Hospital 489,District 28,Instrument 2,39005
Hospital 489,District 28,Instrument 3,15288
Hospital 489,District 34,Instrument 2,3120
Hospital 489,District 34,Instrument 3,2547
Hospital 489,District 50,Instrument 5,26001
Hospital 49,District 29,Instrument 2,782072
Hospital 49,District 29,Instrument 4,77178
Hospital 490,District 15,Instrument 2,7560
Hospital 490,District 18,Instrument 3,664
Hospital 490,District 18,Instrument 7,2353
Hospital 490,District 28,Instrument 2,2700
Hospital 490,District 28,Instrument 3,1500
Hospital 490,District 28,Instrument 7,1541
Hospital 490,District 50,Instrument 2,50571
Hospital 490,District 50,Instrument 3,27794
Hospital 490,District 50,Instrument 5,45004
Hospital 490,District 50,Instrument 7,1939
Hospital 491,District 50,Instrument 2,1305
Hospital 492,District 20,Instrument 2,313211
Hospital 492,District 20,Instrument 3,812782
Hospital 492,District 20,Instrument 8,80505
Hospital 492,District 32,Instrument 2,7200
Hospital 492,District 32,Instrument 3,1800
Hospital 492,District 34,Instrument 2,66090
Hospital 492,District 34,Instrument 3,79344
Hospital 492,District 34,Instrument 5,9000
Hospital 492,District 34,Instrument 7,3600
Hospital 492,District 34,Instrument 8,45630
Hospital 492,District 41,Instrument 5,1911666
Hospital 492,District 41,Instrument 8,315396
Hospital 494,District 20,Instrument 2,5194
Hospital 494,District 20,Instrument 3,5990
Hospital 494,District 41,Instrument 2,6480
Hospital 494,District 41,Instrument 3,5370
Hospital 496,District 10,Instrument 2,1281
Hospital 496,District 10,Instrument 7,10701
Hospital 496,District 13,Instrument 2,60079
Hospital 496,District 13,Instrument 3,8760
Hospital 496,District 13,Instrument 4,17226
Hospital 496,District 17,Instrument 2,144564
Hospital 496,District 17,Instrument 3,14584
Hospital 496,District 18,Instrument 7,443
Hospital 496,District 20,Instrument 2,8557423
Hospital 496,District 20,Instrument 3,6611972
Hospital 496,District 20,Instrument 7,40073
Hospital 496,District 20,Instrument 8,6603795
Hospital 496,District 28,Instrument 2,7680
Hospital 496,District 28,Instrument 3,7488
Hospital 496,District 34,Instrument 2,13194
Hospital 496,District 34,Instrument 3,5172
Hospital 496,District 41,Instrument 2,8400
Hospital 496,District 41,Instrument 3,6150
Hospital 496,District 50,Instrument 2,92278
Hospital 496,District 50,Instrument 3,5389
Hospital 497,District 48,Instrument 7,43914
Hospital 498,District 39,Instrument 2,163
Hospital 498,District 39,Instrument 4,7096
Hospital 499,District 50,Instrument 2,21833
Hospital 5,District 13,Instrument 3,20880
Hospital 5,District 18,Instrument 3,4859
Hospital 5,District 32,Instrument 2,10686
Hospital 5,District 32,Instrument 3,5184
Hospital 5,District 32,Instrument 5,13596
Hospital 5,District 34,Instrument 2,696
Hospital 5,District 34,Instrument 3,150
Hospital 5,District 41,Instrument 2,276576
Hospital 5,District 41,Instrument 3,62870
Hospital 5,District 41,Instrument 5,14160
Hospital 50,District 12,Instrument 2,174894
Hospital 50,District 13,Instrument 2,158160
Hospital 50,District 13,Instrument 3,12480
Hospital 50,District 13,Instrument 5,28362
Hospital 50,District 19,Instrument 2,15948
Hospital 50,District 20,Instrument 2,39156
Hospital 50,District 20,Instrument 3,2482
Hospital 50,District 20,Instrument 7,9702
Hospital 50,District 20,Instrument 8,600
Hospital 50,District 28,Instrument 2,135798
Hospital 50,District 28,Instrument 5,8574
Hospital 50,District 28,Instrument 7,654
Hospital 50,District 32,Instrument 2,67218
Hospital 50,District 39,Instrument 2,3381
Hospital 50,District 41,Instrument 2,189168
Hospital 50,District 41,Instrument 3,236050
Hospital 50,District 41,Instrument 5,76550
Hospital 50,District 50,Instrument 2,305214
Hospital 50,District 50,Instrument 5,4086
Hospital 50,District 50,Instrument 7,90546
Hospital 50,District 8,Instrument 2,86757
Hospital 50,No District Available,Instrument 18,462000
Hospital 500,District 13,Instrument 5,45180
Hospital 500,District 15,Instrument 2,27540
Hospital 500,District 15,Instrument 3,2052
Hospital 500,District 18,Instrument 7,10518
Hospital 500,District 20,Instrument 2,28661
Hospital 500,District 20,Instrument 3,75600
Hospital 500,District 21,Instrument 2,80640
Hospital 500,District 21,Instrument 3,99840
Hospital 500,District 21,Instrument 7,6600
Hospital 500,District 28,Instrument 2,25140
Hospital 500,District 28,Instrument 3,5130
Hospital 500,District 32,Instrument 2,50880
Hospital 500,District 32,Instrument 3,2700
Hospital 500,District 32,Instrument 5,2400
Hospital 500,District 34,Instrument 2,80400
Hospital 500,District 34,Instrument 3,8052
Hospital 500,District 48,Instrument 7,24000
Hospital 500,District 50,Instrument 2,27778
Hospital 501,District 20,Instrument 2,3720
Hospital 501,District 20,Instrument 3,1350
Hospital 502,District 10,Instrument 7,5848
Hospital 502,District 15,Instrument 2,122400
Hospital 502,District 15,Instrument 3,8568
Hospital 502,District 15,Instrument 5,13200
Hospital 502,District 19,Instrument 2,67320
Hospital 502,District 28,Instrument 2,463800
Hospital 502,District 28,Instrument 3,414000
Hospital 502,District 34,Instrument 2,55980
Hospital 502,District 34,Instrument 3,8004
Hospital 502,District 34,Instrument 4,8508
Hospital 502,District 39,Instrument 7,28571
Hospital 502,District 50,Instrument 2,93622
Hospital 502,District 50,Instrument 3,1602372
Hospital 502,District 50,Instrument 5,13633
Hospital 503,District 17,Instrument 2,37916
Hospital 503,District 17,Instrument 8,13986
Hospital 503,District 34,Instrument 2,105505
Hospital 503,District 34,Instrument 3,15183
Hospital 503,District 34,Instrument 7,185480
Hospital 503,District 34,Instrument 8,192924
Hospital 503,District 8,Instrument 2,1440
Hospital 504,District 20,Instrument 2,2411
Hospital 505,District 20,Instrument 3,360
Hospital 506,District 18,Instrument 2,201210
Hospital 506,District 18,Instrument 5,45173
Hospital 506,District 18,Instrument 7,1041
Hospital 506,District 50,Instrument 3,6758
Hospital 506,District 50,Instrument 5,5107
Hospital 507,District 18,Instrument 2,121413
Hospital 507,District 18,Instrument 3,90791
Hospital 507,District 18,Instrument 5,13018
Hospital 507,District 18,Instrument 7,61964
Hospital 508,District 13,Instrument 5,22590
Hospital 508,District 32,Instrument 2,19680
Hospital 508,District 32,Instrument 3,4098
Hospital 508,District 32,Instrument 5,12900
Hospital 508,District 41,Instrument 2,19326
Hospital 508,District 41,Instrument 3,15132
Hospital 508,District 41,Instrument 5,10165
Hospital 509,District 13,Instrument 2,104226
Hospital 509,District 13,Instrument 3,103830
Hospital 509,District 20,Instrument 2,47190
Hospital 509,District 20,Instrument 3,36450
Hospital 509,District 32,Instrument 2,14040
Hospital 509,District 32,Instrument 3,7812
Hospital 509,District 34,Instrument 2,3888
Hospital 509,District 34,Instrument 3,5340
Hospital 509,District 41,Instrument 3,34902
Hospital 509,District 41,Instrument 5,660
Hospital 51,District 12,Instrument 2,1866951
Hospital 51,District 12,Instrument 3,587664
Hospital 51,District 12,Instrument 8,30456
Hospital 51,District 13,Instrument 2,236880
Hospital 51,District 13,Instrument 4,99000
Hospital 51,District 13,Instrument 5,692760
Hospital 51,District 20,Instrument 2,2411
Hospital 51,District 20,Instrument 3,1379
Hospital 51,District 39,Instrument 2,1211
Hospital 51,District 41,Instrument 2,417312
Hospital 51,District 41,Instrument 3,192036
Hospital 511,District 32,Instrument 2,14400
Hospital 511,District 32,Instrument 3,6000
Hospital 511,District 32,Instrument 5,3600
Hospital 511,District 41,Instrument 2,443232
Hospital 511,District 41,Instrument 3,293724
Hospital 511,District 41,Instrument 5,135910
Hospital 511,District 41,Instrument 8,9474
Hospital 516,District 13,Instrument 3,1593
Hospital 52,District 13,Instrument 5,7530
Hospital 520,District 13,Instrument 2,24642
Hospital 520,District 13,Instrument 3,4578
Hospital 520,District 28,Instrument 2,5748
Hospital 520,District 28,Instrument 3,4620
Hospital 524,District 20,Instrument 2,2980
Hospital 524,District 20,Instrument 3,657
Hospital 524,District 34,Instrument 2,3628
Hospital 525,District 41,Instrument 2,44400
Hospital 525,District 41,Instrument 3,5712
Hospital 525,District 41,Instrument 5,12000
Hospital 526,District 12,Instrument 2,43200
Hospital 526,District 13,Instrument 2,54432
Hospital 526,District 41,Instrument 2,23760
Hospital 526,District 41,Instrument 3,2106
Hospital 528,District 13,Instrument 2,3684
Hospital 528,District 2,Instrument 2,27091
Hospital 529,District 13,Instrument 2,4014
Hospital 529,District 13,Instrument 3,960
Hospital 529,District 20,Instrument 2,679
Hospital 529,District 20,Instrument 3,18152
Hospital 529,District 39,Instrument 4,502
Hospital 529,District 41,Instrument 2,37404
Hospital 529,District 41,Instrument 3,45594
Hospital 529,District 50,Instrument 7,2121
Hospital 53,District 18,Instrument 2,3043
Hospital 53,District 20,Instrument 2,402
Hospital 53,District 20,Instrument 3,276
Hospital 530,District 13,Instrument 3,41351
Hospital 530,District 15,Instrument 2,1800
Hospital 530,District 15,Instrument 3,504
Hospital 530,District 20,Instrument 3,4860
Hospital 530,District 34,Instrument 2,2466
Hospital 530,District 34,Instrument 3,3678
Hospital 530,No District Available,Instrument 19,178386
Hospital 531,District 13,Instrument 2,60258
Hospital 531,District 13,Instrument 3,49032
Hospital 531,District 19,Instrument 7,390000
Hospital 531,District 20,Instrument 2,5430
Hospital 531,District 20,Instrument 3,8052
Hospital 531,District 28,Instrument 2,11672
Hospital 532,District 28,Instrument 2,278809
Hospital 532,District 28,Instrument 3,81046
Hospital 532,District 28,Instrument 7,350
Hospital 532,District 28,Instrument 8,333069
Hospital 537,District 10,Instrument 2,13974
Hospital 537,District 10,Instrument 3,2508
Hospital 537,District 13,Instrument 2,99792
Hospital 537,District 13,Instrument 3,148806
Hospital 537,District 13,Instrument 4,19320
Hospital 537,District 13,Instrument 5,7530
Hospital 537,District 17,Instrument 2,22387
Hospital 537,District 17,Instrument 3,2040
Hospital 537,District 17,Instrument 8,399
Hospital 537,District 20,Instrument 2,11405
Hospital 537,District 20,Instrument 3,3628
Hospital 537,District 23,Instrument 2,20448
Hospital 537,District 3,Instrument 2,365160
Hospital 537,District 32,Instrument 2,73320
Hospital 537,District 32,Instrument 3,17640
Hospital 537,District 32,Instrument 4,9255
Hospital 537,District 34,Instrument 2,44400
Hospital 537,District 34,Instrument 3,9600
Hospital 537,District 34,Instrument 4,8505
Hospital 537,District 34,Instrument 5,1200
Hospital 537,District 34,Instrument 7,3600
Hospital 537,District 36,Instrument 2,29970
Hospital 537,District 5,Instrument 2,31200
Hospital 537,District 7,Instrument 2,113520
Hospital 538,District 10,Instrument 7,6160
Hospital 538,District 13,Instrument 2,2520
Hospital 538,District 17,Instrument 2,2954
Hospital 538,District 18,Instrument 2,47967
Hospital 538,District 18,Instrument 3,5212
Hospital 538,District 18,Instrument 4,1493
Hospital 538,District 20,Instrument 2,61884
Hospital 538,District 20,Instrument 3,25146
Hospital 538,District 28,Instrument 2,33517
Hospital 538,District 28,Instrument 3,12570
Hospital 538,District 28,Instrument 4,1170
Hospital 538,District 41,Instrument 2,1560
Hospital 538,District 41,Instrument 3,180
Hospital 538,District 50,Instrument 2,180342
Hospital 538,District 50,Instrument 3,27000
Hospital 538,District 50,Instrument 5,8779
Hospital 538,District 50,Instrument 7,114
Hospital 538,No District Available,Instrument 8,111600
Hospital 54,District 10,Instrument 2,1777
Hospital 54,District 12,Instrument 2,216000
Hospital 54,District 15,Instrument 2,40524
Hospital 54,District 15,Instrument 5,4800
Hospital 54,District 15,Instrument 7,2340
Hospital 54,District 16,Instrument 2,5460
Hospital 54,District 17,Instrument 2,5442
Hospital 54,District 18,Instrument 2,186840
Hospital 54,District 18,Instrument 3,18019
Hospital 54,District 19,Instrument 2,30438
Hospital 54,District 2,Instrument 2,31124
Hospital 54,District 20,Instrument 2,10974
Hospital 54,District 20,Instrument 3,2580
Hospital 54,District 25,Instrument 2,11666
Hospital 54,District 28,Instrument 8,6100
Hospital 54,District 29,Instrument 2,4698
Hospital 54,District 3,Instrument 2,42900
Hospital 54,District 31,Instrument 2,792
Hospital 54,District 32,Instrument 2,13776
Hospital 54,District 34,Instrument 2,2002
Hospital 54,District 34,Instrument 3,1008
Hospital 54,District 37,Instrument 2,49950
Hospital 54,District 38,Instrument 2,4608
Hospital 54,District 39,Instrument 2,8020
Hospital 54,District 4,Instrument 2,124416
Hospital 54,District 41,Instrument 2,62496
Hospital 54,District 41,Instrument 3,21087
Hospital 54,District 41,Instrument 5,30360
Hospital 54,District 44,Instrument 2,51504
Hospital 54,District 45,Instrument 2,36864
Hospital 54,District 46,Instrument 2,51000
Hospital 54,District 48,Instrument 2,18416
Hospital 54,District 49,Instrument 2,6528
Hospital 54,District 5,Instrument 2,1944
Hospital 54,District 7,Instrument 2,3360
Hospital 54,District 8,Instrument 2,37603
Hospital 54,District 9,Instrument 2,7075
Hospital 540,District 13,Instrument 2,125136
Hospital 540,District 13,Instrument 3,197477
Hospital 540,District 13,Instrument 4,65799
Hospital 540,District 18,Instrument 2,8304
Hospital 540,District 20,Instrument 2,158176
Hospital 540,District 20,Instrument 3,280032
Hospital 540,District 20,Instrument 8,56500
Hospital 540,District 28,Instrument 2,17226
Hospital 540,District 28,Instrument 3,1728
Hospital 540,District 28,Instrument 4,4620
Hospital 540,District 32,Instrument 2,2904
Hospital 540,District 32,Instrument 3,2640
Hospital 540,District 34,Instrument 2,1260
Hospital 540,District 34,Instrument 3,3240
Hospital 540,District 4,Instrument 2,24072
Hospital 540,District 41,Instrument 2,13933
Hospital 540,District 41,Instrument 3,7440
Hospital 540,District 41,Instrument 5,7200
Hospital 541,District 41,Instrument 3,5880
Hospital 541,District 41,Instrument 5,35401
Hospital 541,District 50,Instrument 2,6707
Hospital 541,District 50,Instrument 3,11202
Hospital 542,District 13,Instrument 2,678603
Hospital 542,District 13,Instrument 3,43391
Hospital 542,District 13,Instrument 5,141483
Hospital 542,District 20,Instrument 2,1607
Hospital 542,District 20,Instrument 3,552
Hospital 542,District 50,Instrument 2,13206
Hospital 542,District 50,Instrument 3,6493
Hospital 543,District 13,Instrument 3,2544
Hospital 543,District 2,Instrument 2,5313
Hospital 543,District 20,Instrument 2,239382
Hospital 543,District 20,Instrument 3,280790
Hospital 543,District 20,Instrument 7,74756
Hospital 543,District 20,Instrument 8,5550633
Hospital 543,District 32,Instrument 2,5760
Hospital 543,District 32,Instrument 3,1200
Hospital 543,District 32,Instrument 5,51000
Hospital 543,District 34,Instrument 2,10848
Hospital 543,District 34,Instrument 3,5160
Hospital 543,District 34,Instrument 4,168
Hospital 543,District 34,Instrument 5,540
Hospital 543,District 48,Instrument 7,41136
Hospital 543,District 50,Instrument 2,56370
Hospital 543,District 50,Instrument 3,2399
Hospital 544,District 28,Instrument 2,594
Hospital 544,District 28,Instrument 3,1442
Hospital 544,District 28,Instrument 4,4562
Hospital 544,District 41,Instrument 3,3300
Hospital 545,District 18,Instrument 7,5790
Hospital 547,District 13,Instrument 2,4758
Hospital 549,District 20,Instrument 2,18720
