Hospital_ID,District_ID,Hospital_employees
Hospital 183,District 43,16
Hospital 183,District 44,2
Hospital 183,District 48,71
Hospital 183,District 53,99
Hospital 183,District 6,2
Hospital 184,District 13,5
Hospital 184,District 16,30
Hospital 184,District 22,85
Hospital 184,District 28,1
Hospital 184,District 32,135
Hospital 184,District 35,142
Hospital 184,District 39,859
Hospital 184,District 41,596
Hospital 184,District 53,1123
Hospital 185,District 12,80
Hospital 185,District 13,232
Hospital 185,District 14,19
Hospital 185,District 16,4
Hospital 185,District 20,120
Hospital 185,District 25,10
Hospital 185,District 28,76
Hospital 185,District 35,1
Hospital 185,District 37,3
Hospital 185,District 4,76
Hospital 185,District 41,77
Hospital 185,District 43,38
Hospital 185,District 44,59
Hospital 185,District 48,1
Hospital 185,District 53,1115
Hospital 185,District 6,3
Hospital 185,District 8,2
Hospital 185,District 9,1
Hospital 186,District 10,1074
Hospital 186,District 10,1074
Hospital 186,District 12,844
Hospital 186,District 13,12126
Hospital 186,District 14,43
Hospital 186,District 15,125
Hospital 186,District 16,399
Hospital 186,District 17,54
Hospital 186,District 18,1177
Hospital 186,District 19,64
Hospital 186,District 19,64
Hospital 186,District 2,1015
Hospital 186,District 20,854
Hospital 186,District 21,53
Hospital 186,District 23,11
Hospital 186,District 25,966
Hospital 186,District 26,54
Hospital 186,District 28,123
Hospital 186,District 29,48
Hospital 186,District 3,88
Hospital 186,District 30,406
Hospital 186,District 31,202
Hospital 186,District 32,15
Hospital 186,District 34,15
Hospital 186,District 35,321
Hospital 186,District 37,18
Hospital 186,District 38,34
Hospital 186,District 39,87
Hospital 186,District 4,497
Hospital 186,District 40,544
Hospital 186,District 40,544
Hospital 186,District 41,820
Hospital 186,District 42,539
Hospital 186,District 43,150
Hospital 186,District 44,1256
Hospital 186,District 45,195
Hospital 186,District 45,195
Hospital 186,District 46,884
Hospital 186,District 48,306
Hospital 186,District 49,46
Hospital 186,District 5,104
Hospital 186,District 53,8133
Hospital 186,District 6,1635
Hospital 186,District 8,159
Hospital 186,District 9,35
Hospital 187,District 12,2
Hospital 187,District 12,2
Hospital 187,District 13,2643
Hospital 187,District 13,2643
Hospital 187,District 14,68
Hospital 187,District 14,68
Hospital 187,District 16,51
Hospital 187,District 16,51
Hospital 187,District 17,47
Hospital 187,District 17,47
Hospital 187,District 18,36
Hospital 187,District 18,36
Hospital 187,District 19,9
Hospital 187,District 19,9
Hospital 187,District 19,9
Hospital 187,District 19,9
Hospital 187,District 2,32
Hospital 187,District 2,32
Hospital 187,District 20,55
Hospital 187,District 20,55
Hospital 187,District 25,3
Hospital 187,District 25,3
Hospital 187,District 28,3
Hospital 187,District 28,3
Hospital 187,District 29,8
Hospital 187,District 29,8
Hospital 187,District 3,1
Hospital 187,District 3,1
Hospital 187,District 30,6
Hospital 187,District 30,6
Hospital 187,District 34,26
Hospital 187,District 34,26
Hospital 187,District 35,481
Hospital 187,District 35,481
Hospital 187,District 37,21
Hospital 187,District 37,21
Hospital 187,District 39,12
Hospital 187,District 39,12
Hospital 187,District 41,3
Hospital 187,District 41,3
Hospital 187,District 43,1
Hospital 187,District 43,1
Hospital 187,District 44,10
Hospital 187,District 44,10
Hospital 187,District 45,2
Hospital 187,District 45,2
Hospital 187,District 45,2
Hospital 187,District 45,2
Hospital 187,District 48,55
Hospital 187,District 48,55
Hospital 187,District 49,37
Hospital 187,District 49,37
Hospital 187,District 5,35
Hospital 187,District 5,35
Hospital 187,District 53,251
Hospital 187,District 53,251
Hospital 187,District 6,4
Hospital 187,District 6,4
Hospital 187,District 8,2
Hospital 187,District 8,2
Hospital 188,District 12,50
Hospital 188,District 13,1697
Hospital 188,District 16,3
Hospital 188,District 2,211
Hospital 188,District 2,43
Hospital 188,District 29,62
Hospital 188,District 3,9
Hospital 188,District 34,4
Hospital 188,District 35,153
Hospital 188,District 41,14
Hospital 188,District 49,5
Hospital 188,District 53,384
Hospital 188,District 53,83
Hospital 188,District 8,2
Hospital 189,District 12,483
Hospital 189,District 13,418
Hospital 189,District 15,1
Hospital 189,District 16,40
Hospital 189,District 17,8
Hospital 189,District 19,59
Hospital 189,District 19,59
Hospital 189,District 2,226
Hospital 189,District 20,1120
Hospital 189,District 25,16
Hospital 189,District 26,110
Hospital 189,District 28,57
Hospital 189,District 29,26
Hospital 189,District 3,1763
Hospital 189,District 30,45
Hospital 189,District 31,44
Hospital 189,District 32,30
Hospital 189,District 35,16
Hospital 189,District 37,535
Hospital 189,District 38,11
Hospital 189,District 4,454
Hospital 189,District 40,145
Hospital 189,District 40,145
Hospital 189,District 41,285
Hospital 189,District 43,48
Hospital 189,District 44,5414
Hospital 189,District 45,170
Hospital 189,District 45,170
Hospital 189,District 48,7
Hospital 189,District 5,4
Hospital 189,District 53,15126
Hospital 189,District 6,1516
Hospital 189,District 8,692
Hospital 189,District 9,75
Hospital 19,District 10,12
Hospital 19,District 12,17
Hospital 19,District 13,4153
Hospital 19,District 15,12
Hospital 19,District 16,1002
Hospital 19,District 17,2
Hospital 19,District 18,91
Hospital 19,District 19,53
Hospital 19,District 2,10514
Hospital 19,District 20,33
Hospital 19,District 23,173
Hospital 19,District 25,106
Hospital 19,District 28,5
Hospital 19,District 29,7
Hospital 19,District 3,173
Hospital 19,District 30,126
Hospital 19,District 31,29
Hospital 19,District 32,200
Hospital 19,District 33,3
Hospital 19,District 34,306
Hospital 19,District 35,39
Hospital 19,District 37,169
Hospital 19,District 4,30
Hospital 19,District 41,48163
Hospital 19,District 42,23
Hospital 19,District 43,30
Hospital 19,District 44,266
Hospital 19,District 48,121
Hospital 19,District 49,27
Hospital 19,District 5,74
Hospital 19,District 53,3171
Hospital 19,District 6,26
Hospital 19,District 8,551
Hospital 190,District 10,43
Hospital 190,District 10,43
Hospital 190,District 12,632
Hospital 190,District 13,14765
Hospital 190,District 15,165
Hospital 190,District 16,375
Hospital 190,District 17,108
Hospital 190,District 18,100
Hospital 190,District 19,20
Hospital 190,District 19,20
Hospital 190,District 2,202
Hospital 190,District 20,1273
Hospital 190,District 25,571
Hospital 190,District 27,8
Hospital 190,District 28,149
Hospital 190,District 29,1
Hospital 190,District 30,33
Hospital 190,District 32,144
Hospital 190,District 34,66
Hospital 190,District 35,526
Hospital 190,District 37,64
Hospital 190,District 4,67
Hospital 190,District 40,545
Hospital 190,District 40,545
Hospital 190,District 41,833
Hospital 190,District 43,46
Hospital 190,District 44,14969
Hospital 190,District 45,1
Hospital 190,District 45,1
Hospital 190,District 46,1717
Hospital 190,District 48,902
Hospital 190,District 5,1
Hospital 190,District 53,8138
Hospital 190,District 6,644
Hospital 190,District 8,85
Hospital 191,District 12,26
Hospital 191,District 13,6
Hospital 191,District 23,2
Hospital 191,District 28,7
Hospital 191,District 53,321
Hospital 192,District 12,128
Hospital 192,District 13,515
Hospital 192,District 19,3
Hospital 192,District 2,135
Hospital 192,District 23,38
Hospital 192,District 28,2288
Hospital 192,District 30,2
Hospital 192,District 37,137
Hospital 192,District 43,432
Hospital 192,District 44,37
Hospital 192,District 53,2873
Hospital 192,District 8,30
Hospital 192,District 9,61
Hospital 193,District 18,25
Hospital 193,District 2,30
Hospital 193,District 21,10
Hospital 193,District 25,20
Hospital 193,District 30,3
Hospital 193,District 33,10
Hospital 193,District 35,3
Hospital 193,District 53,5606
Hospital 194,District 10,3
Hospital 194,District 10,3
Hospital 194,District 12,824
Hospital 194,District 13,136
Hospital 194,District 16,1
Hospital 194,District 17,260
Hospital 194,District 19,261
Hospital 194,District 19,261
Hospital 194,District 2,45
Hospital 194,District 20,224
Hospital 194,District 21,4
Hospital 194,District 23,2
Hospital 194,District 25,4
Hospital 194,District 28,97
Hospital 194,District 29,65
Hospital 194,District 3,13
Hospital 194,District 30,5
Hospital 194,District 31,44
Hospital 194,District 32,6
Hospital 194,District 35,2
Hospital 194,District 37,70
Hospital 194,District 4,90
Hospital 194,District 41,585
Hospital 194,District 43,5
Hospital 194,District 44,35
Hospital 194,District 45,44
Hospital 194,District 45,44
Hospital 194,District 46,18
Hospital 194,District 48,4
Hospital 194,District 53,15808
Hospital 194,District 6,330
Hospital 194,District 9,5
Hospital 195,District 12,49
Hospital 195,District 13,20
Hospital 195,District 16,9
Hospital 195,District 18,164
Hospital 195,District 19,1
Hospital 195,District 2,2
Hospital 195,District 20,305
Hospital 195,District 25,127
Hospital 195,District 28,82
Hospital 195,District 3,3
Hospital 195,District 30,1
Hospital 195,District 34,165
Hospital 195,District 35,940
Hospital 195,District 37,1
Hospital 195,District 4,112
Hospital 195,District 40,3
Hospital 195,District 41,1
Hospital 195,District 43,2
Hospital 195,District 44,3
Hospital 195,District 45,1
Hospital 195,District 48,4
Hospital 195,District 53,986
Hospital 195,District 6,78
Hospital 195,District 8,134
Hospital 196,District 13,11
Hospital 196,District 16,35
Hospital 196,District 37,4
Hospital 196,District 44,656
Hospital 196,District 53,337
Hospital 197,District 13,8
Hospital 197,District 16,15
Hospital 197,District 17,1
Hospital 197,District 19,2
Hospital 197,District 19,2
Hospital 197,District 2,11
Hospital 197,District 25,81
Hospital 197,District 29,100
Hospital 197,District 30,13
Hospital 197,District 53,3801
Hospital 197,District 6,53
Hospital 198,District 12,216
Hospital 198,District 13,3228
Hospital 198,District 17,290
Hospital 198,District 18,17
Hospital 198,District 19,2
Hospital 198,District 19,2
Hospital 198,District 28,162
Hospital 198,District 30,696
Hospital 198,District 32,57
Hospital 198,District 35,139
Hospital 198,District 39,1355
Hospital 198,District 40,3
Hospital 198,District 40,3
Hospital 198,District 41,337
Hospital 198,District 43,317
Hospital 198,District 44,200
Hospital 198,District 53,1345
Hospital 198,District 6,3
Hospital 198,District 8,927
Hospital 198,District 9,85
Hospital 199,District 13,777
Hospital 199,District 19,2204
Hospital 199,District 19,2204
Hospital 199,District 28,369
Hospital 199,District 3,95
Hospital 199,District 30,187
Hospital 199,District 35,2
Hospital 199,District 43,178
Hospital 199,District 8,34
Hospital 199,District 9,499
Hospital 2,District 12,172
Hospital 2,District 13,55
Hospital 2,District 17,10
Hospital 2,District 18,2
Hospital 2,District 20,235
Hospital 2,District 23,1
Hospital 2,District 25,23
Hospital 2,District 28,21
Hospital 2,District 3,6
Hospital 2,District 32,57
Hospital 2,District 34,12
Hospital 2,District 37,2
Hospital 2,District 4,7
Hospital 2,District 41,2680
Hospital 2,District 43,6
Hospital 2,District 44,3
Hospital 2,District 5,3
Hospital 2,District 53,261
Hospital 2,District 8,2
Hospital 20,District 18,59
Hospital 20,District 26,454
Hospital 20,District 4,97
Hospital 20,District 44,12
Hospital 20,District 53,8035
Hospital 20,District 6,172
Hospital 200,District 10,4
Hospital 200,District 10,4
Hospital 200,District 12,457
Hospital 200,District 13,6015
Hospital 200,District 13,2
Hospital 200,District 16,115
Hospital 200,District 17,7
Hospital 200,District 19,465
Hospital 200,District 19,465
Hospital 200,District 2,6
Hospital 200,District 20,91
Hospital 200,District 20,2
Hospital 200,District 23,3
Hospital 200,District 25,72
Hospital 200,District 28,340
Hospital 200,District 29,83
Hospital 200,District 3,66
Hospital 200,District 30,10
Hospital 200,District 31,18
Hospital 200,District 32,28
Hospital 200,District 34,2
Hospital 200,District 35,14
Hospital 200,District 37,22
Hospital 200,District 4,92
Hospital 200,District 40,45
Hospital 200,District 40,45
Hospital 200,District 41,63
Hospital 200,District 41,61
Hospital 200,District 43,43
Hospital 200,District 44,29
Hospital 200,District 45,20
Hospital 200,District 45,20
Hospital 200,District 46,5
Hospital 200,District 49,1
Hospital 200,District 53,143461
Hospital 200,District 6,1539
Hospital 200,District 8,129
Hospital 200,District 9,6
Hospital 201,District 12,3791
Hospital 201,District 12,40
Hospital 201,District 13,18365
Hospital 201,District 13,12
Hospital 201,District 15,114
Hospital 201,District 16,158
Hospital 201,District 17,225
Hospital 201,District 18,538
Hospital 201,District 19,125
Hospital 201,District 19,125
Hospital 201,District 20,59
Hospital 201,District 23,272
Hospital 201,District 25,46
Hospital 201,District 28,375
Hospital 201,District 28,1
Hospital 201,District 3,353
Hospital 201,District 30,80
Hospital 201,District 32,213
Hospital 201,District 34,1
Hospital 201,District 35,498
Hospital 201,District 37,66
Hospital 201,District 39,69
Hospital 201,District 4,218
Hospital 201,District 41,3546
Hospital 201,District 43,2
Hospital 201,District 44,136
Hospital 201,District 48,751
Hospital 201,District 53,12650
Hospital 201,District 53,102
Hospital 201,District 6,149
Hospital 201,District 8,28
Hospital 202,District 12,5
Hospital 202,District 28,50
Hospital 202,District 35,24
Hospital 202,District 4,271
Hospital 202,District 44,2
Hospital 203,District 12,267
Hospital 203,District 19,316
Hospital 203,District 19,316
Hospital 203,District 28,486
Hospital 203,District 32,204
Hospital 203,District 41,468
Hospital 203,District 43,121
Hospital 204,District 12,102
Hospital 204,District 13,615
Hospital 204,District 16,54
Hospital 204,District 19,1021
Hospital 204,District 19,1021
Hospital 204,District 20,95
Hospital 204,District 23,18
Hospital 204,District 28,690
Hospital 204,District 3,100
Hospital 204,District 30,637
Hospital 204,District 32,1
Hospital 204,District 34,203
Hospital 204,District 35,2
Hospital 204,District 37,1
Hospital 204,District 4,164
Hospital 204,District 41,86
Hospital 204,District 43,140
Hospital 204,District 44,62
Hospital 204,District 48,5
Hospital 204,District 6,10
Hospital 204,District 8,13
Hospital 204,District 9,2527
Hospital 205,District 18,9
Hospital 205,District 19,6
Hospital 205,District 19,6
Hospital 205,District 2,1128
Hospital 205,District 20,84
Hospital 205,District 28,10
Hospital 205,District 30,36
Hospital 205,District 31,11
Hospital 205,District 37,109
Hospital 205,District 41,1
Hospital 205,District 43,7
Hospital 205,District 46,1
Hospital 205,District 53,305
Hospital 205,District 6,5
Hospital 206,District 18,26
Hospital 206,District 2,866
Hospital 206,District 2,6340
Hospital 206,District 2,961
Hospital 206,District 25,39
Hospital 206,District 28,1
Hospital 206,District 28,5
Hospital 206,District 31,5
Hospital 206,District 31,33
Hospital 206,District 35,2
Hospital 206,District 37,43
Hospital 206,District 39,908
Hospital 206,District 39,187
Hospital 206,District 44,1
Hospital 206,District 53,1458
Hospital 206,District 53,16055
Hospital 206,District 53,195
Hospital 206,District 6,65
Hospital 206,District 9,18
Hospital 207,District 12,18
Hospital 207,District 13,18
Hospital 207,District 16,8
Hospital 207,District 18,12
Hospital 207,District 19,14
Hospital 207,District 19,14
Hospital 207,District 2,42
Hospital 207,District 28,8
Hospital 207,District 30,22
Hospital 207,District 37,78
Hospital 207,District 43,90
Hospital 207,District 53,59
Hospital 207,District 6,17
Hospital 207,District 8,19
Hospital 208,District 12,180
Hospital 208,District 13,18595
Hospital 208,District 17,518
Hospital 208,District 18,230
Hospital 208,District 19,52
Hospital 208,District 19,52
Hospital 208,District 2,102
Hospital 208,District 20,13
Hospital 208,District 20,235
Hospital 208,District 23,141
Hospital 208,District 25,5
Hospital 208,District 28,651
Hospital 208,District 3,1368
Hospital 208,District 30,327
Hospital 208,District 32,106
Hospital 208,District 33,65
Hospital 208,District 34,50
Hospital 208,District 35,271
Hospital 208,District 39,1257
Hospital 208,District 4,19
Hospital 208,District 41,23
Hospital 208,District 43,28
Hospital 208,District 44,472
Hospital 208,District 45,15
Hospital 208,District 45,15
Hospital 208,District 48,147
Hospital 208,District 49,5
Hospital 208,District 5,10
Hospital 208,District 53,2809
Hospital 208,District 6,17
Hospital 208,District 8,839
Hospital 209,District 12,51
Hospital 209,District 13,223
Hospital 209,District 17,1
Hospital 209,District 2,61
Hospital 209,District 20,21
Hospital 209,District 25,24
Hospital 209,District 28,8
Hospital 209,District 3,1
Hospital 209,District 37,2
Hospital 209,District 4,2
Hospital 209,District 41,32
Hospital 209,District 43,20
Hospital 209,District 53,739
Hospital 209,District 6,2929
Hospital 209,District 8,31
Hospital 210,District 16,214
Hospital 210,District 18,3
Hospital 210,District 23,2
Hospital 210,District 30,4
Hospital 210,District 37,86
Hospital 210,District 45,47
Hospital 210,District 53,5153
Hospital 210,District 6,39
Hospital 211,District 10,11
Hospital 211,District 10,11
Hospital 211,District 13,33
Hospital 211,District 16,25
Hospital 211,District 17,13
Hospital 211,District 18,118
Hospital 211,District 19,7
Hospital 211,District 19,7
Hospital 211,District 2,27
Hospital 211,District 20,15
Hospital 211,District 25,13
Hospital 211,District 28,6
Hospital 211,District 29,8
Hospital 211,District 30,6
Hospital 211,District 35,314
Hospital 211,District 37,40
Hospital 211,District 40,3
Hospital 211,District 40,3
Hospital 211,District 41,36
Hospital 211,District 43,29
Hospital 211,District 44,22
Hospital 211,District 45,8
Hospital 211,District 45,8
Hospital 211,District 46,6
Hospital 211,District 48,18
Hospital 211,District 53,6317
Hospital 211,District 6,27
Hospital 211,District 8,17
Hospital 211,District 9,4
Hospital 212,District 16,1
Hospital 212,District 18,3
Hospital 212,District 2,501
Hospital 212,District 25,163
Hospital 212,District 29,175
Hospital 212,District 31,3
Hospital 212,District 37,3
Hospital 212,District 45,5
Hospital 212,District 46,1
Hospital 212,District 53,2637
Hospital 212,District 6,26
Hospital 213,District 13,148
Hospital 213,District 15,5
Hospital 213,District 16,8
Hospital 213,District 18,3
Hospital 213,District 2,24
Hospital 213,District 20,48
Hospital 213,District 28,1
Hospital 213,District 29,8
Hospital 213,District 30,2
Hospital 213,District 31,3
Hospital 213,District 32,5
Hospital 213,District 40,28
Hospital 213,District 40,28
Hospital 213,District 41,53
Hospital 213,District 48,4
Hospital 213,District 53,2846
Hospital 213,District 6,29
Hospital 213,District 9,6
Hospital 214,District 12,207
Hospital 214,District 13,21339
Hospital 214,District 15,242
Hospital 214,District 16,2
Hospital 214,District 17,10
Hospital 214,District 18,56
Hospital 214,District 19,12
Hospital 214,District 19,12
Hospital 214,District 2,360
Hospital 214,District 20,520
Hospital 214,District 23,4
Hospital 214,District 25,101
Hospital 214,District 26,14
Hospital 214,District 28,441
Hospital 214,District 29,14
Hospital 214,District 3,744
Hospital 214,District 30,27
Hospital 214,District 31,10
Hospital 214,District 32,27
Hospital 214,District 35,60
Hospital 214,District 37,48
Hospital 214,District 38,13
Hospital 214,District 39,16633
Hospital 214,District 4,50
Hospital 214,District 40,118
Hospital 214,District 40,118
Hospital 214,District 41,300
Hospital 214,District 43,47
Hospital 214,District 44,554
Hospital 214,District 46,218
Hospital 214,District 5,11
Hospital 214,District 53,3542
Hospital 214,District 6,2474
Hospital 214,District 8,8
Hospital 215,District 12,31306
Hospital 215,District 13,1056
Hospital 215,District 16,1945
Hospital 215,District 17,354
Hospital 215,District 18,281
Hospital 215,District 19,187
Hospital 215,District 19,187
Hospital 215,District 2,1479
Hospital 215,District 20,8784
Hospital 215,District 23,1932
Hospital 215,District 25,10
Hospital 215,District 26,14
Hospital 215,District 28,786
Hospital 215,District 29,714
Hospital 215,District 3,102
Hospital 215,District 30,52
Hospital 215,District 31,26
Hospital 215,District 32,341
Hospital 215,District 33,92
Hospital 215,District 34,12
Hospital 215,District 35,738
Hospital 215,District 37,226
Hospital 215,District 4,7202
Hospital 215,District 40,739
Hospital 215,District 40,739
Hospital 215,District 41,1433
Hospital 215,District 43,46
Hospital 215,District 44,943
Hospital 215,District 45,273
Hospital 215,District 45,273
Hospital 215,District 46,33
Hospital 215,District 48,561
Hospital 215,District 49,176
Hospital 215,District 5,537
Hospital 215,District 53,10183
Hospital 215,District 6,386
Hospital 215,District 8,291
Hospital 215,District 9,10
Hospital 216,District 12,293
Hospital 216,District 13,106
Hospital 216,District 17,8
Hospital 216,District 19,1
Hospital 216,District 19,1
Hospital 216,District 20,51
Hospital 216,District 23,4
Hospital 216,District 28,103
Hospital 216,District 3,36
Hospital 216,District 34,6
Hospital 216,District 37,4
Hospital 216,District 4,10
Hospital 216,District 43,36
Hospital 216,District 44,9
Hospital 216,District 48,6
Hospital 216,District 53,2040
Hospital 216,District 6,11
Hospital 216,District 8,76
Hospital 217,District 10,14
Hospital 217,District 10,14
Hospital 217,District 12,430
Hospital 217,District 13,10050
Hospital 217,District 15,71
Hospital 217,District 16,2
Hospital 217,District 17,43
Hospital 217,District 18,2
Hospital 217,District 2,101
Hospital 217,District 20,474
Hospital 217,District 25,14
Hospital 217,District 28,106
Hospital 217,District 29,2
Hospital 217,District 3,239
Hospital 217,District 30,8
Hospital 217,District 31,494
Hospital 217,District 32,62
Hospital 217,District 34,124
Hospital 217,District 35,61
Hospital 217,District 37,2
Hospital 217,District 39,62
Hospital 217,District 4,110
Hospital 217,District 40,122
Hospital 217,District 40,122
Hospital 217,District 41,1447
Hospital 217,District 43,25
Hospital 217,District 44,101
Hospital 217,District 45,43
Hospital 217,District 45,43
Hospital 217,District 46,2
Hospital 217,District 48,62
Hospital 217,District 53,3458
Hospital 217,District 6,143
Hospital 217,District 7,121
Hospital 217,District 8,45
Hospital 218,District 13,146
Hospital 218,District 13,164
Hospital 218,District 16,23
Hospital 218,District 18,17
Hospital 218,District 19,3
Hospital 218,District 19,3
Hospital 218,District 2,1091
Hospital 218,District 20,64
Hospital 218,District 28,18
Hospital 218,District 29,6
Hospital 218,District 30,2
Hospital 218,District 37,32
Hospital 218,District 4,13
Hospital 218,District 40,17
Hospital 218,District 40,17
Hospital 218,District 41,34
Hospital 218,District 43,1
Hospital 218,District 48,2
Hospital 218,District 53,80499
Hospital 218,District 6,44
Hospital 219,District 12,3789
Hospital 219,District 13,296
Hospital 219,District 14,28
Hospital 219,District 15,4
Hospital 219,District 16,58
Hospital 219,District 17,32
Hospital 219,District 18,247
Hospital 219,District 19,70
Hospital 219,District 19,70
Hospital 219,District 2,17
Hospital 219,District 20,214
Hospital 219,District 21,6258
Hospital 219,District 23,1
Hospital 219,District 25,10
Hospital 219,District 27,102
Hospital 219,District 28,116
Hospital 219,District 29,8
Hospital 219,District 3,21
Hospital 219,District 30,4
Hospital 219,District 31,99
Hospital 219,District 32,105
Hospital 219,District 35,8
Hospital 219,District 37,238
Hospital 219,District 4,64
Hospital 219,District 40,5
Hospital 219,District 40,5
Hospital 219,District 41,392
Hospital 219,District 44,682
Hospital 219,District 45,74
Hospital 219,District 45,74
Hospital 219,District 46,162
Hospital 219,District 48,17
Hospital 219,District 53,6230
Hospital 219,District 6,117
Hospital 219,District 8,57
Hospital 22,District 12,275
Hospital 22,District 18,10
Hospital 22,District 2,62
Hospital 22,District 37,10
Hospital 22,District 40,2
Hospital 22,District 40,2
Hospital 22,District 53,2403
Hospital 22,District 6,688
Hospital 220,District 13,117
Hospital 220,District 16,43
Hospital 220,District 17,221
Hospital 220,District 18,725
Hospital 220,District 20,10
Hospital 220,District 23,1
Hospital 220,District 25,20
Hospital 220,District 28,30
Hospital 220,District 30,86
Hospital 220,District 32,24
Hospital 220,District 34,43
Hospital 220,District 35,178
Hospital 220,District 37,33
Hospital 220,District 39,32
Hospital 220,District 41,1505
Hospital 220,District 43,118
Hospital 220,District 44,1148
Hospital 220,District 45,295
Hospital 220,District 45,295
Hospital 220,District 46,189
Hospital 220,District 48,3
Hospital 220,District 53,6052
Hospital 220,District 6,12130
Hospital 220,District 8,423
Hospital 220,District 9,18
Hospital 221,District 12,3259
Hospital 221,District 13,192
Hospital 221,District 16,22
Hospital 221,District 17,281
Hospital 221,District 20,7
Hospital 221,District 28,5
Hospital 221,District 3,11
Hospital 221,District 34,88
Hospital 221,District 35,37
Hospital 221,District 36,83
Hospital 221,District 41,108
Hospital 221,District 43,6
Hospital 221,District 44,32
Hospital 221,District 53,659
Hospital 221,District 8,320
Hospital 222,District 10,6
Hospital 222,District 13,444
Hospital 222,District 16,6
Hospital 222,District 19,18
Hospital 222,District 3,13
Hospital 222,District 30,11
Hospital 222,District 40,10
Hospital 222,District 41,15
Hospital 222,District 46,2
Hospital 222,District 53,11571
Hospital 223,District 13,10
Hospital 223,District 16,1
Hospital 223,District 2,8675
Hospital 223,District 25,205
Hospital 223,District 40,41
Hospital 223,District 53,1384
Hospital 224,District 12,251
Hospital 224,District 13,814
Hospital 224,District 17,401
Hospital 224,District 18,1729
Hospital 224,District 19,2
Hospital 224,District 19,2
Hospital 224,District 20,208
Hospital 224,District 23,1
Hospital 224,District 32,378
Hospital 224,District 40,444
Hospital 224,District 40,444
Hospital 224,District 41,151
Hospital 224,District 43,20
Hospital 224,District 53,6116
Hospital 225,District 12,2752
Hospital 225,District 13,16461
Hospital 225,District 15,41
Hospital 225,District 16,72
Hospital 225,District 17,3324
Hospital 225,District 18,6275
Hospital 225,District 19,1
Hospital 225,District 2,5543
Hospital 225,District 20,2945
Hospital 225,District 23,14
Hospital 225,District 25,944
Hospital 225,District 26,18
Hospital 225,District 28,1814
Hospital 225,District 29,98
Hospital 225,District 3,663
Hospital 225,District 30,233
Hospital 225,District 31,58
Hospital 225,District 32,1083
Hospital 225,District 34,286
Hospital 225,District 35,6537
Hospital 225,District 36,24
Hospital 225,District 37,3360
Hospital 225,District 38,737
Hospital 225,District 39,107
Hospital 225,District 4,686
Hospital 225,District 40,1172
Hospital 225,District 41,982
Hospital 225,District 43,501
Hospital 225,District 44,12380
Hospital 225,District 45,196
Hospital 225,District 46,671
Hospital 225,District 48,3523
Hospital 225,District 49,853
Hospital 225,District 5,28
Hospital 225,District 53,11666
Hospital 225,District 6,1169
Hospital 225,District 8,2646
Hospital 225,District 9,81
Hospital 226,District 12,90
Hospital 226,District 13,66
Hospital 226,District 16,25
Hospital 226,District 17,2
Hospital 226,District 18,127
Hospital 226,District 19,510
Hospital 226,District 19,510
Hospital 226,District 2,60
Hospital 226,District 20,31
Hospital 226,District 28,51
Hospital 226,District 3,12
Hospital 226,District 30,3
Hospital 226,District 4,102
Hospital 226,District 43,5
Hospital 226,District 44,9
Hospital 226,District 45,26
Hospital 226,District 45,26
Hospital 226,District 53,1524
Hospital 226,District 6,12
Hospital 226,District 9,1
Hospital 227,District 12,144
Hospital 227,District 13,6
Hospital 227,District 15,1
Hospital 227,District 16,10
Hospital 227,District 18,2
Hospital 227,District 19,2595
Hospital 227,District 19,2595
Hospital 227,District 20,121
Hospital 227,District 25,1
Hospital 227,District 28,80
Hospital 227,District 29,1
Hospital 227,District 3,24
Hospital 227,District 30,1
Hospital 227,District 31,5
Hospital 227,District 32,15
Hospital 227,District 35,1
Hospital 227,District 37,1
Hospital 227,District 39,9
Hospital 227,District 40,21
Hospital 227,District 40,21
Hospital 227,District 41,114
Hospital 227,District 43,1
Hospital 227,District 44,286
Hospital 227,District 45,1
Hospital 227,District 45,1
Hospital 227,District 53,10064
Hospital 227,District 6,12
Hospital 227,District 8,13
Hospital 228,District 1,4
Hospital 228,District 10,736
Hospital 228,District 10,736
Hospital 228,District 12,771
Hospital 228,District 13,1631
Hospital 228,District 15,104
Hospital 228,District 16,80
Hospital 228,District 17,162
Hospital 228,District 18,1144
Hospital 228,District 19,14
Hospital 228,District 19,14
Hospital 228,District 2,3569
Hospital 228,District 20,92
Hospital 228,District 21,2
Hospital 228,District 23,6
Hospital 228,District 25,157
Hospital 228,District 26,2
Hospital 228,District 27,24
Hospital 228,District 28,1019
Hospital 228,District 29,304
Hospital 228,District 3,147
Hospital 228,District 30,31
Hospital 228,District 31,6
Hospital 228,District 32,109
Hospital 228,District 33,3
Hospital 228,District 34,1
Hospital 228,District 35,10
Hospital 228,District 37,139
Hospital 228,District 39,14
Hospital 228,District 4,61
Hospital 228,District 40,168
Hospital 228,District 40,168
Hospital 228,District 41,925
Hospital 228,District 43,6
Hospital 228,District 44,9
Hospital 228,District 45,909
Hospital 228,District 45,909
Hospital 228,District 46,42
Hospital 228,District 48,493
Hospital 228,District 49,3
Hospital 228,District 53,31527
Hospital 228,District 6,419
Hospital 228,District 8,26
Hospital 228,District 9,18
Hospital 229,District 12,7814
Hospital 229,District 13,102
Hospital 229,District 16,114
Hospital 229,District 17,41
Hospital 229,District 18,7
Hospital 229,District 19,2
Hospital 229,District 19,2
Hospital 229,District 2,11
Hospital 229,District 20,135
