Hospital_ID,Region_ID,District_ID,Instrument_ID,Month 1,Month 2,Month 3,Month 4,Month 5,Month 6,Month 7,Month 8,Month 9,Month 10,Month 11,Month 12,Year Total
Hospital 1572,Region 2,District 34,Instrument 5,0,0,0,0,0,0,0,0,0,0,110,24,134
Hospital 1572,Region 2,District 34,Instrument 7,0,0,0,0,0,0,0,0,0,0,83,0,83
Hospital 1572,Region 2,District 39,Instrument 1,0,0,0,0,0,0,0,0,0,15,15,0,30
Hospital 1572,Region 2,District 39,Instrument 2,0,0,0,0,0,0,0,0,0,249,251,0,500
Hospital 1572,Region 2,District 39,Instrument 4,0,0,0,0,0,0,0,0,0,325,609,0,934
Hospital 1572,Region 2,District 47,Instrument 2,0,0,0,0,0,0,0,0,0,0,0,200,200
Hospital 1572,Region 2,District 52,Instrument 2,0,0,0,0,0,0,4829,0,0,0,0,0,4829
Hospital 1572,Region 2,District 52,Instrument 7,0,0,0,0,0,0,4848,0,5172,5136,4094,4114,23364
Hospital 1573,Region 5,District 18,Instrument 1,28,18,17,12,11,11,9,12,9,9,9,8,153
Hospital 1573,Region 5,District 18,Instrument 2,192,126,111,81,77,80,69,106,84,89,83,80,1178
Hospital 1573,Region 5,District 18,Instrument 3,0,0,0,0,0,0,0,-11,-13,-19,-9,-9,-61
Hospital 1573,Region 5,District 18,Instrument 4,23,18,19,13,9,10,9,0,0,0,0,0,101
Hospital 1573,Region 5,District 18,Instrument 6,0,0,0,0,0,0,0,1,-1,-4,5,-1,0
Hospital 1573,Region 5,District 27,Instrument 1,0,0,0,11,82,0,84,35,34,18,33,27,324
Hospital 1573,Region 5,District 27,Instrument 2,0,0,0,1589,6717,0,5369,1948,1960,1960,1991,2082,23616
Hospital 1573,Region 5,District 28,Instrument 1,11,11,13,8,12,11,12,12,8,8,9,0,115
Hospital 1573,Region 5,District 28,Instrument 2,587,1264,1287,1010,782,563,444,527,530,735,682,878,9289
Hospital 1573,Region 5,District 28,Instrument 3,16,16,16,16,16,16,16,16,16,16,16,16,192
Hospital 1573,Region 5,District 28,Instrument 4,24,24,24,24,24,24,24,6,32,18,-3,0,221
Hospital 1573,Region 5,District 28,Instrument 6,151,155,51,69,97,127,131,63,14,36,23,0,917
Hospital 1573,Region 5,District 33,Instrument 7,2273,1478,1478,1478,1478,1478,1515,1486,1503,1747,1686,1686,19286
Hospital 1573,Region 5,District 35,Instrument 2,6,114,207,290,254,481,292,273,273,273,273,273,3009
Hospital 1573,Region 5,District 39,Instrument 1,306,244,446,259,249,352,332,294,257,254,282,314,3589
Hospital 1573,Region 5,District 39,Instrument 2,3010,2118,2564,2491,2306,3698,3661,3001,3106,2504,3547,3099,35105
Hospital 1573,Region 5,District 39,Instrument 4,4789,4750,7608,4913,4653,5449,4683,4899,4485,4607,4916,5127,60879
Hospital 1573,Region 5,District 39,Instrument 7,1799,1818,2288,36754,2531,2636,3837,3295,3185,3380,2752,3356,67631
Hospital 1573,Region 5,District 5,Instrument 2,2898,2978,2978,3003,2956,1816,1628,1478,1887,2734,2812,2059,29227
Hospital 1573,Region 5,District 50,Instrument 2,5838,6933,6269,6577,9309,11586,14397,-564,8960,8634,6882,8398,93219
Hospital 1573,Region 5,District 50,Instrument 3,222,157,92,219,167,110,307,0,73,74,74,111,1606
Hospital 1574,Region 1,District 32,Instrument 1,0,0,0,0,23,24,25,20,24,21,20,19,176
Hospital 1574,Region 1,District 32,Instrument 2,726,555,502,305,569,623,589,597,547,664,585,683,6945
Hospital 1574,Region 1,District 32,Instrument 3,155,149,128,171,153,152,152,154,153,150,190,156,1863
Hospital 1574,Region 1,District 32,Instrument 5,253,240,226,228,282,256,226,220,225,296,254,289,2995
Hospital 1574,Region 1,District 6,Instrument 2,0,0,0,0,12,12,12,12,13,12,12,12,97
Hospital 1575,Region 2,District 12,Instrument 2,8759,30636,28885,32517,28333,28580,11289,32261,29826,32498,31200,30159,324943
Hospital 1575,Region 2,District 12,Instrument 3,2527,4266,2534,4570,2721,2598,2561,2563,2300,2321,2955,0,31916
Hospital 1575,Region 2,District 13,Instrument 1,1352,1394,1343,1511,1433,0,0,0,0,0,0,0,7033
Hospital 1575,Region 2,District 13,Instrument 2,41599,40046,43550,41527,54055,59512,57617,48046,54350,52431,58049,54021,604803
Hospital 1575,Region 2,District 13,Instrument 3,4477,4584,4762,4481,3853,99,3413,3989,4685,3309,2601,4307,44560
Hospital 1575,Region 2,District 13,Instrument 4,12731,13186,12769,12229,12048,0,0,0,0,0,0,0,62963
Hospital 1575,Region 2,District 13,Instrument 5,22976,22016,22908,23132,20262,20934,21488,24037,16047,19735,19363,21496,254394
Hospital 1575,Region 2,District 13,Instrument 8,0,0,0,0,0,0,128,130,97,73,51,51,530
Hospital 1575,Region 2,District 15,Instrument 1,78,85,89,60,76,76,70,78,69,68,68,77,894
Hospital 1575,Region 2,District 15,Instrument 2,-715,-655,-782,-799,3034,2523,3298,3282,3126,3119,3097,2640,21168
Hospital 1575,Region 2,District 15,Instrument 3,181,110,230,331,0,0,0,0,0,0,0,0,852
Hospital 1575,Region 2,District 15,Instrument 5,1144,1130,1166,918,0,0,0,0,0,0,0,0,4358
Hospital 1575,Region 2,District 15,Instrument 7,3753,3853,3986,3934,0,0,0,0,0,0,0,0,15526
Hospital 1575,Region 2,District 18,Instrument 1,1327,1355,1602,1491,1712,1406,1389,1439,1506,1367,1009,1084,16687
Hospital 1575,Region 2,District 18,Instrument 2,18619,19731,23033,20504,23742,21794,20292,18085,17481,17617,17376,15117,233391
Hospital 1575,Region 2,District 18,Instrument 3,3,3,3,3,3,3,3,1992,4048,2437,2883,5964,17345
Hospital 1575,Region 2,District 18,Instrument 4,769,687,737,617,842,617,564,0,0,0,0,0,4833
Hospital 1575,Region 2,District 18,Instrument 5,7,0,0,0,0,0,0,0,0,0,0,0,7
Hospital 1575,Region 2,District 18,Instrument 6,0,0,0,0,0,0,0,258,-81,-1065,1278,-83,307
Hospital 1575,Region 2,District 18,Instrument 7,2603,2593,2640,6014,3764,3758,-3094,3777,3004,2998,2998,2954,34009
Hospital 1575,Region 2,District 19,Instrument 1,148,97,88,98,102,53,54,52,55,48,62,51,908
Hospital 1575,Region 2,District 19,Instrument 2,758,786,176,659,677,237,657,682,735,193,719,727,7006
Hospital 1575,Region 2,District 19,Instrument 7,173,254,238,141,560,0,0,0,0,0,0,0,1366
Hospital 1575,Region 2,District 2,Instrument 1,440,369,260,215,216,243,221,243,225,147,290,205,3074
Hospital 1575,Region 2,District 2,Instrument 2,4396,3692,2600,1920,1927,2428,2204,2424,2244,1466,2715,2043,30059
Hospital 1575,Region 2,District 2,Instrument 3,221,213,216,215,214,200,191,193,188,168,184,13,2216
Hospital 1575,Region 2,District 2,Instrument 4,94,-34,-25,13,12,7,0,0,14,0,0,0,81
Hospital 1575,Region 2,District 20,Instrument 1,1,336,0,360,0,391,28,347,8,2852,0,2235,6558
Hospital 1575,Region 2,District 20,Instrument 2,789,4654,517,5079,592,5281,380,4683,105,38535,0,30201,90816
Hospital 1575,Region 2,District 20,Instrument 3,0,40189,0,40197,0,39612,-3791,39320,106,10608,107,10559,176907
Hospital 1575,Region 2,District 20,Instrument 6,0,1580,0,465,0,435,0,656,99,229,0,632,4096
Hospital 1575,Region 2,District 20,Instrument 7,0,2039,0,-2149,0,884,0,1399,0,1344,0,1876,5393
Hospital 1575,Region 2,District 20,Instrument 8,0,0,0,0,0,0,0,0,0,4,0,0,4
Hospital 1575,Region 2,District 25,Instrument 2,421,351,336,300,288,255,326,359,383,412,2482,2482,8395
Hospital 1575,Region 2,District 25,Instrument 3,1315,1397,1382,1359,1390,1430,1429,1384,1399,1435,0,0,13920
Hospital 1575,Region 2,District 25,Instrument 8,979,980,980,980,979,980,979,979,250,233,0,0,8319
Hospital 1575,Region 2,District 28,Instrument 1,440,416,442,408,471,473,447,430,421,400,455,0,4803
Hospital 1575,Region 2,District 28,Instrument 2,8456,7797,8188,9139,8917,9851,9293,11799,10680,9576,-6251,11854,99299
Hospital 1575,Region 2,District 28,Instrument 3,480,412,823,606,369,262,505,939,348,461,250,246,5701
Hospital 1575,Region 2,District 28,Instrument 4,480,514,504,504,512,513,497,500,359,404,387,0,5174
Hospital 1575,Region 2,District 28,Instrument 5,5,5,5,5,5,4,0,0,0,0,0,0,29
Hospital 1575,Region 2,District 28,Instrument 6,850,-13106,1552,839,1007,3723,575,848,184,172,786,0,-2570
Hospital 1575,Region 2,District 28,Instrument 8,3,3,3,3,3,3,3,3,3,3,3,4,37
Hospital 1575,Region 2,District 29,Instrument 5,645,0,0,681,527,34,23,22,13,14,17,13,1989
Hospital 1575,Region 2,District 3,Instrument 2,5329,4421,4420,4454,4499,6416,5667,5290,5261,3887,5009,5255,59908
Hospital 1575,Region 2,District 31,Instrument 2,77,74,206,74,74,119,121,148,124,124,124,124,1389
Hospital 1575,Region 2,District 32,Instrument 1,0,0,0,0,249,176,166,185,174,164,176,175,1465
Hospital 1575,Region 2,District 32,Instrument 2,4137,3845,3604,3189,4336,4171,4536,4863,4499,2671,5203,3985,49039
Hospital 1575,Region 2,District 32,Instrument 3,834,1005,1008,1364,941,854,901,992,570,216,259,261,9205
Hospital 1575,Region 2,District 32,Instrument 4,443,387,436,717,0,0,0,0,0,0,0,0,1983
Hospital 1575,Region 2,District 32,Instrument 5,1329,1266,1306,1228,1264,1347,1293,1313,1288,1218,1783,1332,15967
Hospital 1575,Region 2,District 34,Instrument 1,110,113,110,106,117,129,118,119,114,118,136,126,1416
Hospital 1575,Region 2,District 34,Instrument 2,1959,2130,2535,2035,1973,1944,2007,645,2679,2692,2858,566,24023
Hospital 1575,Region 2,District 34,Instrument 3,121,82,88,89,89,75,118,96,110,95,90,43,1096
Hospital 1575,Region 2,District 34,Instrument 4,571,612,743,760,677,366,357,241,0,0,0,0,4327
Hospital 1575,Region 2,District 34,Instrument 5,299,312,296,287,349,333,337,239,373,445,430,410,4110
Hospital 1575,Region 2,District 34,Instrument 7,186,137,119,113,118,131,127,124,0,0,0,0,1055
Hospital 1575,Region 2,District 34,Instrument 8,323,323,323,323,323,322,323,323,323,323,322,322,3873
Hospital 1575,Region 2,District 35,Instrument 2,69,141,620,407,543,568,431,452,452,452,452,452,5039
Hospital 1575,Region 2,District 37,Instrument 2,48,48,49,55,34,60,44,42,42,71,52,52,597
Hospital 1575,Region 2,District 37,Instrument 3,736,694,689,694,648,665,676,727,676,695,703,721,8324
Hospital 1575,Region 2,District 38,Instrument 2,605,417,417,279,158,108,104,95,112,120,72,102,2589
Hospital 1575,Region 2,District 39,Instrument 1,12,11,12,11,11,10,102,83,90,97,97,70,606
Hospital 1575,Region 2,District 39,Instrument 2,188,175,200,173,172,159,1689,1380,1497,1605,1615,1169,10022
Hospital 1575,Region 2,District 39,Instrument 4,311,581,359,266,255,2061,540,577,494,662,1668,803,8577
Hospital 1575,Region 2,District 39,Instrument 7,0,0,0,0,0,0,0,0,0,0,0,203,203
Hospital 1575,Region 2,District 4,Instrument 2,859,977,740,798,752,648,610,649,676,752,685,625,8771
Hospital 1575,Region 2,District 41,Instrument 1,228,208,230,129,192,192,180,217,204,206,223,202,2411
Hospital 1575,Region 2,District 41,Instrument 2,-3484,816,-4688,2031,2847,2937,2794,1914,1669,-1619,535,1884,7636
Hospital 1575,Region 2,District 41,Instrument 3,4401,4401,5447,4734,6124,3991,4144,3799,3938,4328,4324,5203,54834
Hospital 1575,Region 2,District 41,Instrument 5,57,40,58,56,39,39,39,37,13,6,6,6,396
Hospital 1575,Region 2,District 41,Instrument 8,2396,2396,2450,2184,2173,2169,2163,2158,2145,2582,2596,2585,27997
Hospital 1575,Region 2,District 44,Instrument 2,16151,15046,15459,14991,25549,24872,23911,23794,22549,21973,22726,24447,251468
Hospital 1575,Region 2,District 44,Instrument 3,9247,8204,9461,9087,0,0,0,0,0,0,0,0,35999
Hospital 1575,Region 2,District 44,Instrument 7,11333,11407,11414,10925,11720,8406,11645,11009,11159,11111,11506,11019,132654
Hospital 1575,Region 2,District 45,Instrument 2,201,152,260,86,101,71,92,45,74,51,48,67,1248
Hospital 1575,Region 2,District 46,Instrument 2,0,0,27,0,0,0,0,0,0,0,0,0,27
Hospital 1575,Region 2,District 46,Instrument 3,15,15,15,15,15,15,15,15,7,7,7,7,148
Hospital 1575,Region 2,District 48,Instrument 1,68,47,47,44,77,70,110,84,82,64,45,29,767
Hospital 1575,Region 2,District 48,Instrument 2,1130,1332,1149,1073,1058,414,595,583,616,687,667,674,9978
Hospital 1575,Region 2,District 48,Instrument 3,1286,1555,1408,1560,1323,0,0,0,0,0,0,0,7132
Hospital 1575,Region 2,District 48,Instrument 7,0,0,0,0,0,1255,1539,1621,1325,1256,1455,1435,9886
Hospital 1575,Region 2,District 48,Instrument 8,0,0,0,0,0,192,192,192,225,0,257,192,1250
Hospital 1575,Region 2,District 49,Instrument 2,890,856,867,1279,849,871,753,817,791,784,756,855,10368
Hospital 1575,Region 2,District 5,Instrument 2,738,1095,1095,969,955,916,882,889,736,1030,1056,918,11279
Hospital 1575,Region 2,District 50,Instrument 1,1527,1486,1537,1428,1428,1428,1428,1428,1345,1276,1344,1211,16866
Hospital 1575,Region 2,District 50,Instrument 10,577,711,470,494,462,521,482,468,523,509,493,513,6223
Hospital 1575,Region 2,District 50,Instrument 11,5582,5557,5582,6316,5675,6901,6124,6387,6501,5960,6501,6265,73351
Hospital 1575,Region 2,District 50,Instrument 15,0,0,-579,0,0,0,0,0,0,0,0,0,-579
Hospital 1575,Region 2,District 50,Instrument 2,179925,184990,51165,170381,158080,161761,162758,143761,88305,143064,141009,142572,1727771
Hospital 1575,Region 2,District 50,Instrument 3,13128,12755,335,0,0,0,385,0,0,0,0,0,26603
Hospital 1575,Region 2,District 50,Instrument 5,27676,-37314,24430,28329,28587,-6312,10760,26431,20748,27787,27345,26431,204898
Hospital 1575,Region 2,District 50,Instrument 7,2521,2509,2521,2534,2509,1146,1146,1146,1146,1146,1146,1146,20616
Hospital 1575,Region 2,District 52,Instrument 2,0,0,-4,0,0,0,0,0,0,0,0,0,-4
Hospital 1575,Region 2,District 52,Instrument 7,718,718,720,0,712,708,721,718,650,647,687,581,7580
Hospital 1575,Region 2,District 7,Instrument 2,1327,1318,1318,1172,1281,1134,1172,1200,1166,1143,1312,1188,14731
Hospital 1575,Region 2,District 8,Instrument 1,859,863,989,946,729,0,0,0,0,0,0,0,4386
Hospital 1575,Region 2,District 8,Instrument 2,6139,6168,7078,6771,5208,6624,8326,7540,6862,7249,7576,6668,82209
Hospital 1575,Region 2,District 9,Instrument 2,0,12059,39,3025,3025,3025,3025,3025,3025,3025,3025,3025,39323
Hospital 1576,Region 1,District 12,Instrument 2,3735,3753,3587,2692,3746,3952,4082,1748,19,19,19,2146,29498
Hospital 1576,Region 1,District 12,Instrument 3,496,499,499,547,499,523,499,493,537,493,493,0,5578
Hospital 1576,Region 1,District 13,Instrument 1,81,80,89,98,89,0,0,0,0,0,0,0,437
Hospital 1576,Region 1,District 13,Instrument 2,5934,6189,7551,4907,10275,7086,0,0,0,0,25718,0,67660
Hospital 1576,Region 1,District 13,Instrument 3,232,231,202,205,280,563,3,0,0,0,0,0,1716
Hospital 1576,Region 1,District 13,Instrument 4,470,400,21,49,30,0,0,0,0,0,0,0,970
Hospital 1576,Region 1,District 13,Instrument 5,608,608,608,608,608,608,608,608,608,608,608,608,7296
Hospital 1576,Region 1,District 15,Instrument 1,3,3,3,2,3,2,3,3,3,3,3,3,34
Hospital 1576,Region 1,District 15,Instrument 2,105,45,24,6,166,127,259,126,137,181,173,176,1525
Hospital 1576,Region 1,District 15,Instrument 3,0,0,2,0,0,0,0,0,0,0,0,0,2
Hospital 1576,Region 1,District 15,Instrument 7,87,91,91,91,0,0,0,0,0,0,0,0,360
Hospital 1576,Region 1,District 18,Instrument 1,0,0,0,0,0,0,0,0,0,0,1,2,3
Hospital 1576,Region 1,District 18,Instrument 2,0,0,0,0,0,0,0,0,0,0,10,23,33
Hospital 1576,Region 1,District 18,Instrument 6,0,0,0,0,0,0,0,0,0,0,1,0,1
Hospital 1576,Region 1,District 2,Instrument 1,0,0,0,0,88,12,174,85,98,97,99,105,758
Hospital 1576,Region 1,District 2,Instrument 2,0,0,0,0,874,113,1739,845,978,973,988,1052,7562
Hospital 1576,Region 1,District 2,Instrument 3,0,0,0,0,0,0,0,0,0,1,3,3,7
Hospital 1576,Region 1,District 25,Instrument 2,0,281,228,180,198,313,187,198,181,471,261,261,2759
Hospital 1576,Region 1,District 25,Instrument 3,0,0,0,0,0,0,0,0,10,9,0,0,19
Hospital 1576,Region 1,District 31,Instrument 2,787,1132,830,1145,1145,951,844,639,926,926,926,926,11177
Hospital 1576,Region 1,District 37,Instrument 2,2682,3477,3858,4088,3068,3769,3149,4163,4962,3576,3585,4733,45110
Hospital 1576,Region 1,District 37,Instrument 3,6,6,21,18,18,18,18,20,18,18,14,0,175
Hospital 1576,Region 1,District 39,Instrument 1,28,57,27,24,25,23,26,21,20,25,36,23,335
Hospital 1576,Region 1,District 39,Instrument 2,469,953,440,392,414,386,432,346,336,412,592,386,5558
Hospital 1576,Region 1,District 39,Instrument 4,29,29,29,29,33,34,29,29,29,29,29,31,359
Hospital 1576,Region 1,District 41,Instrument 1,4,3,4,2,0,0,0,0,0,0,0,0,13
Hospital 1576,Region 1,District 41,Instrument 2,115,115,157,101,49,8,0,2,-2,0,0,0,545
Hospital 1576,Region 1,District 41,Instrument 3,80,80,70,106,79,31,0,0,0,0,0,0,446
Hospital 1576,Region 1,District 50,Instrument 2,4116,1403,2855,2646,3098,1075,3431,2430,2323,1590,2905,3020,30892
Hospital 1576,Region 1,District 50,Instrument 3,0,24,24,24,24,30,31,31,31,31,31,31,312
Hospital 1576,Region 1,District 6,Instrument 2,0,0,0,0,1210,1389,1229,899,661,615,735,794,7532
Hospital 1577,Region 2,District 18,Instrument 1,17,13,11,12,14,13,12,13,14,14,11,11,155
Hospital 1577,Region 2,District 18,Instrument 15,0,0,0,5657,5660,-1773,5660,5660,5660,5660,0,0,32184
Hospital 1577,Region 2,District 18,Instrument 2,194,151,129,144,170,186,157,178,197,210,197,191,2104
Hospital 1577,Region 2,District 18,Instrument 3,0,0,0,0,0,0,0,-35,-30,-29,-9,1,-102
Hospital 1577,Region 2,District 18,Instrument 6,0,0,0,0,0,0,0,2,-1,-10,12,-1,2
Hospital 1577,Region 2,District 18,Instrument 7,6239,6113,16818,324,324,324,321,323,323,323,323,5978,37733
Hospital 1577,Region 2,District 28,Instrument 1,0,0,0,0,0,0,0,0,0,0,2,0,2
Hospital 1577,Region 2,District 28,Instrument 2,0,0,83,37,43,40,46,92,28,58,28,31,486
Hospital 1577,Region 2,District 33,Instrument 2,5129,5628,5813,6183,7774,8078,28,48,42,51,51,56,38881
Hospital 1577,Region 2,District 33,Instrument 3,138,123,130,141,136,137,0,0,0,0,0,0,805
Hospital 1577,Region 2,District 33,Instrument 4,1157,1025,1011,1027,1099,1090,0,0,0,0,0,0,6409
Hospital 1577,Region 2,District 33,Instrument 6,525,650,889,1089,0,0,0,0,0,0,0,0,3153
Hospital 1577,Region 2,District 50,Instrument 10,5679,5679,5679,5679,5679,5679,5679,5679,5679,5679,5679,5679,68148
Hospital 1577,Region 2,District 50,Instrument 11,86,3982,909,909,84,86,84,86,86,78,86,84,6560
Hospital 1577,Region 2,District 50,Instrument 15,127782,70962,72640,72718,85176,79429,78025,76161,75587,75868,81174,88885,984407
Hospital 1577,Region 2,District 50,Instrument 5,25808,25319,24401,18971,47390,28290,-49910,3210,17209,25803,14814,15291,196596
Hospital 1577,Region 2,District 50,Instrument 7,0,176,267,219,0,0,0,0,0,0,0,0,662
Hospital 1577,Region 2,No District Available,Instrument 15,0,0,-1838,0,0,0,0,0,0,0,0,0,-1838
Hospital 1577,Region 2,No District Available,Instrument 5,0,0,-3639,0,0,0,0,0,0,0,0,0,-3639
Hospital 1578,Region 2,District 34,Instrument 1,0,0,0,0,0,0,0,0,0,0,0,57,57
Hospital 1578,Region 2,District 34,Instrument 2,0,0,0,0,0,0,0,0,0,0,3244,305,3549
Hospital 1578,Region 2,District 34,Instrument 3,0,0,0,0,0,0,0,0,0,0,156,14,170
Hospital 1578,Region 2,District 34,Instrument 5,0,0,0,0,0,0,0,0,0,0,79,13,92
Hospital 1578,Region 2,District 34,Instrument 7,0,0,0,0,0,0,0,0,0,0,79,0,79
Hospital 1578,Region 2,District 47,Instrument 2,0,0,0,0,0,0,0,0,0,0,357,50,407
Hospital 1578,Region 2,District 50,Instrument 2,2851,2851,2851,2851,2851,2851,2851,2851,2851,2851,0,756,29266
Hospital 1579,Region 1,District 12,Instrument 2,385,411,464,446,408,536,458,874,408,440,359,512,5701
Hospital 1579,Region 1,District 2,Instrument 1,650,135,449,778,756,620,686,651,740,698,900,660,7723
Hospital 1579,Region 1,District 2,Instrument 2,6500,1343,4491,7571,7347,6195,6855,6505,7393,6976,8972,6599,76747
Hospital 1579,Region 1,District 2,Instrument 3,125,113,122,127,134,137,140,152,165,161,224,232,1832
Hospital 1579,Region 1,District 2,Instrument 8,81,59,59,77,78,78,78,78,136,48,78,78,928
Hospital 1579,Region 1,District 32,Instrument 1,0,0,0,0,12,7,7,6,6,7,13,13,71
Hospital 1579,Region 1,District 32,Instrument 2,323,294,282,241,274,267,267,258,335,246,247,375,3409
Hospital 1579,Region 1,District 32,Instrument 3,30,30,30,30,29,29,29,30,30,28,33,30,358
Hospital 1579,Region 1,District 32,Instrument 5,65,188,224,248,259,237,239,193,163,201,236,281,2534
Hospital 1579,Region 1,District 37,Instrument 2,2010,3268,2339,59,237,35,35,35,-18,5,0,5,8010
Hospital 1579,Region 1,District 37,Instrument 3,38,12,19,19,19,19,19,19,19,19,0,19,221
Hospital 1579,Region 1,District 37,Instrument 4,67,67,67,67,67,67,67,67,73,67,0,67,743
Hospital 1579,Region 1,District 6,Instrument 2,0,0,0,0,39,38,39,40,39,0,0,0,195
Hospital 158,Region 2,District 10,Instrument 1,15,15,15,16,13,15,13,15,13,9,42,17,198
Hospital 158,Region 2,District 10,Instrument 2,83,87,84,114,79,91,107,89,71,89,76,93,1063
Hospital 158,Region 2,District 10,Instrument 3,7,7,8,16,6,9,26,6,6,3,6,6,106
Hospital 158,Region 2,District 10,Instrument 6,32,26,96,11,14,14,9,17,11,28,18,13,289
Hospital 158,Region 2,District 12,Instrument 2,4275,4926,4234,4261,4574,5493,5147,5476,4799,6124,5890,8150,63349
Hospital 158,Region 2,District 12,Instrument 3,2387,2468,2687,2559,2594,2598,2546,2541,2598,2597,2914,0,28489
Hospital 158,Region 2,District 12,Instrument 8,169,180,191,156,119,90,90,-20,22,1,-3,0,995
Hospital 158,Region 2,District 13,Instrument 2,0,0,0,0,0,114,119,114,119,118,110,126,820
Hospital 158,Region 2,District 13,Instrument 3,102,118,111,122,116,0,0,0,0,0,0,0,569
Hospital 158,Region 2,District 14,Instrument 2,0,0,0,41,0,0,5,11,0,0,0,0,57
Hospital 158,Region 2,District 14,Instrument 5,57,61,64,20,62,0,0,0,0,0,0,0,264
Hospital 158,Region 2,District 14,Instrument 7,0,0,0,0,0,65,62,39,45,121,103,15,450
Hospital 158,Region 2,District 17,Instrument 1,116,299,277,225,179,174,260,144,367,493,162,113,2809
Hospital 158,Region 2,District 17,Instrument 2,2267,2252,2474,2034,2135,2160,1955,2225,1867,1982,1916,2248,25515
Hospital 158,Region 2,District 17,Instrument 3,69,73,73,66,72,0,0,0,0,0,0,0,353
Hospital 158,Region 2,District 17,Instrument 4,28,28,21,22,20,0,0,0,0,0,0,0,119
Hospital 158,Region 2,District 20,Instrument 1,160,0,190,0,0,0,207,0,197,0,238,0,992
Hospital 158,Region 2,District 20,Instrument 2,2165,0,2569,0,2330,0,2793,0,2657,0,3215,0,15729
Hospital 158,Region 2,District 20,Instrument 3,5154,0,6862,0,8582,0,6845,0,6879,0,6659,0,40981
Hospital 158,Region 2,District 20,Instrument 8,0,0,0,0,6,0,0,0,0,0,0,0,6
Hospital 158,Region 2,District 28,Instrument 1,1,2,1,1,1,1,1,0,0,0,0,0,8
Hospital 158,Region 2,District 28,Instrument 2,10,15,8,5,5,5,12,5,-4,0,0,0,61
Hospital 158,Region 2,District 28,Instrument 6,0,0,0,0,0,0,1,1,0,0,0,0,2
Hospital 158,Region 2,District 29,Instrument 1,2,2,16,0,0,0,0,0,0,0,0,0,20
Hospital 158,Region 2,District 29,Instrument 2,19,19,160,21,19,19,19,19,19,19,19,23,375
Hospital 158,Region 2,District 29,Instrument 4,0,1,18,1,0,1,0,0,0,0,0,0,21
Hospital 158,Region 2,District 3,Instrument 2,831,990,990,1175,921,1184,1066,953,918,1028,1415,1094,12565
Hospital 158,Region 2,District 32,Instrument 2,135,135,135,136,138,691,0,0,0,0,0,0,1370
Hospital 158,Region 2,District 32,Instrument 3,0,20,21,29,27,28,29,30,28,26,32,29,299
Hospital 158,Region 2,District 34,Instrument 1,32,33,41,38,41,39,34,41,31,30,38,42,440
Hospital 158,Region 2,District 34,Instrument 2,573,769,758,764,910,763,768,886,710,703,816,429,8849
Hospital 158,Region 2,District 34,Instrument 3,49,49,49,49,50,50,52,51,51,51,24,24,549
Hospital 158,Region 2,District 34,Instrument 4,23,32,14,34,17,19,19,22,0,0,0,0,180
Hospital 158,Region 2,District 34,Instrument 5,14,14,14,14,14,14,14,14,14,14,16,17,173
Hospital 158,Region 2,District 39,Instrument 7,5,5,5,75,5,5,5,5,5,5,5,5,130
Hospital 158,Region 2,District 41,Instrument 1,159,143,164,144,127,127,131,124,110,119,135,146,1629
Hospital 158,Region 2,District 41,Instrument 2,2553,2550,2894,3249,2401,-5876,1905,1636,1436,1437,1494,1793,17472
Hospital 158,Region 2,District 41,Instrument 3,3103,3103,3734,3774,3089,3246,2776,2512,2601,2676,2572,2798,35984
Hospital 158,Region 2,District 41,Instrument 5,85,118,109,109,63,63,63,107,95,95,95,115,1117
Hospital 158,Region 2,District 45,Instrument 2,18,12,13,9,9,10,7,8,9,12,9,14,130
Hospital 158,Region 2,District 5,Instrument 2,0,0,0,0,0,0,0,125,74,77,76,59,411
Hospital 158,Region 2,District 50,Instrument 2,2751,3143,2510,1747,1687,1685,2311,2198,6368,2816,2891,2917,33024
Hospital 158,Region 2,District 50,Instrument 3,1196,1012,738,884,667,976,988,500,520,510,791,1813,10595
Hospital 158,Region 2,District 50,Instrument 4,0,0,0,0,0,0,79,0,0,0,0,0,79
Hospital 158,Region 2,District 6,Instrument 2,0,0,0,0,39,38,61,39,38,44,41,38,338
Hospital 158,Region 2,District 7,Instrument 2,0,0,0,2,0,0,0,0,0,0,0,0,2
Hospital 158,Region 2,District 8,Instrument 2,0,0,0,0,0,0,0,0,0,0,0,36,36
Hospital 1580,Region 3,District 13,Instrument 1,9,9,7,11,9,0,0,0,0,0,0,0,45
Hospital 1580,Region 3,District 13,Instrument 2,96,82,82,89,97,129,131,120,105,118,107,92,1248
Hospital 1580,Region 3,District 13,Instrument 3,54,47,33,33,33,0,2,0,0,0,0,0,202
Hospital 1580,Region 3,District 13,Instrument 5,1964,2561,2167,2206,2144,2207,2156,2159,1881,1956,1917,1969,25287
Hospital 1580,Region 3,District 17,Instrument 2,0,0,0,0,0,8,8,8,8,8,7,8,55
Hospital 1580,Region 3,District 17,Instrument 3,8,8,8,8,8,0,0,0,0,0,0,0,40
Hospital 1580,Region 3,District 20,Instrument 1,0,20,0,19,0,19,0,19,0,21,0,26,124
Hospital 1580,Region 3,District 20,Instrument 2,0,265,0,259,0,258,0,257,0,281,0,346,1666
Hospital 1580,Region 3,District 20,Instrument 3,0,370,0,362,0,368,0,351,0,439,0,278,2168
